Plant_ID,Temperature_C,Humidity_%,Soil_Moisture_%,Soil_pH,Nutrient_Level,Light_Intensity_lux,Health_Score,Health_Status
Plant_1,26.4901424590337,73.99355436586002,34.87232587538428,5.546096221061305,41.36506395035066,18728.72095393189,68.85918641766912,0
Plant_2,24.585207096486446,69.24633682912769,42.83221993926723,6.069807494610249,49.68796511060916,18639.75767484844,73.6906916626221,1
Plant_3,26.94306561430208,60.59630369920174,33.11370118500058,6.2931972332891775,50.18016872044446,14613.070482109955,70.57939816425755,1
Plant_4,29.569089569224076,53.53063222294426,40.38057705541439,7.443843828670095,54.72630345843406,19009.72942489569,74.52004181258862,1
Plant_5,24.29753987582999,66.9822331361359,16.595779995693213,6.778276562266879,36.331416367191736,22198.487245465236,77.85849689288811,1
Plant_6,24.29758912915246,63.934853854217494,48.19940561059408,5.832259215450055,55.92567273847331,16177.303642769615,88.37154486331384,1
Plant_7,29.737638446522176,68.95193220027733,45.01808213043336,6.743018144708818,22.95608368397225,23145.44795315178,76.78840961294297,1
Plant_8,27.302304187458727,66.35171801681969,32.74367053397714,5.726348005530817,43.70115447636189,21463.324463253015,64.14374293230408,0
Plant_9,23.591576842195146,70.49552715319335,54.88868502648607,7.0413455269435365,45.117261575484555,17797.300034086886,91.4006784649516,1
Plant_10,26.627680130757895,54.64764788439432,59.06355206439838,6.26443767409106,56.33326826071239,19575.411087986457,71.6290986638496,1
Plant_11,23.609746921562614,73.17394065634326,20.886602034465387,6.453181905630415,50.22630852676869,24794.9654229231,79.41279572895371,1
Plant_12,23.60281073928923,61.975996046923996,33.55912832150679,7.1628983237710955,35.944369461437134,22200.643440517597,84.46536506940711,1
Plant_13,25.725886814698104,80.75260872625265,33.46286475319053,5.856418215707875,40.15006874182985,20026.350964694444,81.99610418402783,1
Plant_14,19.260159266026605,53.10812181910432,30.90145348336703,5.801440907443505,51.98680009547407,19286.950049117047,90.94179547521476,1
Plant_15,19.8252465024609,77.3596380316525,57.44212262897623,6.208200336826998,49.20932658135444,20229.82721135498,84.7900314339276,1
Plant_16,23.313137412277083,61.979107834626475,42.09260791840795,7.0191894255096585,44.20875890364253,18464.70932617309,71.38690420302892,1
Plant_17,21.961506638996728,53.48581996385552,41.03227738034084,5.7403269622615785,45.19166210488021,13685.751482842956,101.78562173991662,1
Plant_18,25.94274199778582,55.16114165945678,14.942064533898698,5.083922200944715,56.961679971592886,26126.53373160419,81.94333463338234,1
Plant_19,22.27592777343637,56.7965269180568,54.5312704531384,6.274420570795501,44.82307427130785,20465.974997598205,78.52659773378494,1
Plant_20,20.763088895994127,64.24165946401916,26.41112407719791,6.77587039995546,49.119087559709264,21194.441795367613,89.63925423055571,1
Plant_21,29.39694630676466,65.228354880355,45.89898945399492,7.100130874869414,71.69936588080543,19826.276750369274,82.49450945930072,1
Plant_22,24.322671098540393,54.26299996061421,49.160654069372875,6.2684193189573,35.76317363116077,17794.649597826236,83.99228192939327,1
Plant_23,25.20258461406377,59.756454077390174,65.40987893757976,6.294286696441999,31.481572684253415,19442.22655715369,104.92183998600687,1
Plant_24,20.72575544135963,81.42270358611864,25.36769401321332,7.076950367127874,57.83589664798607,15201.815713417065,77.24878571744954,1
Plant_25,23.36685182642445,77.27543170100711,-0.29268233731237814,5.5651291501522895,43.21356938705897,26831.259494159913,76.82239105982605,1
Plant_26,25.3327677691296,64.36323669674032,47.75774317130542,6.3057396124084955,46.8176247225738,16296.464004732812,81.16578512012464,1
Plant_27,21.54701926773309,60.380034781682,72.0076677226628,6.595211944962529,42.18843621868886,16904.10114845846,90.71515935581039,1
Plant_28,26.127094055037016,61.200313267182615,63.58419529409156,6.724609360642517,47.40199859232487,18679.2223868408,64.93465969809601,0
Plant_29,23.198083930243584,66.13517972730416,48.14489122911939,6.245096653404559,65.98538112096341,23864.227174557134,60.34444108523495,0
Plant_30,24.124918750620168,49.77207434801595,37.62545721551929,6.5172205058529205,58.021284586181196,20043.52699778796,74.12884729379853,1
Plant_31,23.194880163311808,57.42623462576655,57.10683894955966,5.255836323293505,58.62223511886977,16291.592611908613,63.66077040940713,0
Plant_32,30.556834553526812,43.314159261224106,30.396807004432972,6.170875793833076,35.837729442073545,23763.015082272017,75.75168652474362,1
Plant_33,24.9595083257862,63.992231226052795,52.14536654034329,6.726754356277234,38.488462634471304,22193.001880356445,85.0249969612929,1
Plant_34,21.8268672131323,66.4719593970274,52.5820523874994,6.008852982872661,21.60921340514573,21615.304871649358,71.09251136447736,1
Plant_35,27.467634736309567,55.16813537700626,60.90314861248319,6.5294921107947985,41.90619178917246,22147.20272351252,65.73173423218657,0
Plant_36,21.337469050086934,75.73986763290033,86.39490058366616,6.723436250401349,59.567031863856585,27183.085701747354,80.69337161715347,1
Plant_37,25.626590785014265,47.74234336997659,50.88623950768151,6.328725399571118,55.16946515748371,26555.284685108338,88.6254348461517,1
Plant_38,19.120989628360675,45.3562511979018,37.36554561438752,6.585231885498286,47.784867370478764,17939.853970990116,63.050265614833876,0
Plant_39,21.015441853304708,62.24451818559972,44.616385317120084,6.018633717357694,49.77699716281947,24871.654978433457,88.20232398305984,1
Plant_40,25.590583707607372,70.47098302612154,18.463861426663225,6.396694360151977,43.11114457424594,21149.5045692767,88.17306203738326,1
Plant_41,27.215399739986232,76.83927691457869,34.579303033664125,6.805108084794611,52.04758882401784,21497.287448413248,89.54085102156628,1
Plant_42,25.51410484356991,55.4111573713106,38.86076342830344,6.578486480484217,57.65878279480615,14923.187505070015,92.18480214871687,1
Plant_43,24.65305515283528,70.78680833431295,37.138674030981115,6.206734365218033,33.84113212589527,19488.842703835413,102.02013924659616,1
Plant_44,24.096688913232132,59.61491530499293,47.28532308050583,6.6121082021453965,52.99647687837348,17561.529228990305,76.43907951380945,1
Plant_45,20.56443402889772,58.273727000591805,32.66370101426699,6.857304895318309,59.32434870954667,22484.176444679928,81.09571580077858,1
Plant_46,22.840467374815873,68.83659937486672,61.81546000986707,5.475029360711261,45.848997110366305,23213.241501208417,75.83561566751975,1
Plant_47,23.618083687120638,66.52322878413419,45.00310597377295,7.0795370324779485,57.00700612120583,13776.540946951067,80.0197684475581,1
Plant_48,28.171366678656746,44.236078430157505,44.860495182920786,6.331872630659464,78.14654444472552,19933.895407987187,95.32873355636312,1
Plant_49,26.030854868705383,74.76540349725896,40.081579252306234,6.712744966620115,48.95657207013108,23365.584514382757,66.54985516069331,0
Plant_50,19.7108795339118,73.80091354147451,47.32786025788469,7.098623461822614,53.93307050005323,19439.963113059664,71.38950327834425,1
Plant_51,25.972251908184386,53.74437298490471,57.37647397001452,5.814163151384767,42.61942916338609,22187.190935007093,93.77180936504561,1
Plant_52,23.84475315875105,63.95803533437409,31.993046764336498,6.145279498786227,51.8125116260205,21053.496402881254,90.2003650690209,1
Plant_53,22.969233999082125,64.94030186282738,35.12825266387115,6.355725652062148,54.60271624982304,21024.980695857877,76.36868353182922,1
Plant_54,26.835028866522602,62.60673765823907,40.44410956835003,6.108123239437786,51.94842340270138,19186.055065795106,88.5440200112072,1
Plant_55,28.092998567487854,54.4969484615458,24.811936147901775,7.367468287918404,39.80304680291143,16350.25758759287,83.41215842492034,1
Plant_56,27.793840357348596,53.283766320619485,32.71113210417754,6.071613953086604,52.06361771325451,16635.409557724917,95.00274609000988,1
Plant_57,22.482347430332084,59.744459290085544,37.85668689683011,6.222226610256567,64.62195938717636,22128.05754336595,80.74509593826772,1
Plant_58,24.072362872446355,71.72729019259364,58.11583771069091,6.6021945158014885,54.486357645145276,20058.374766556648,90.25632113872582,1
Plant_59,25.99379029421069,65.43600154594432,48.938419935028875,5.898925236961956,59.619871890718414,19584.463266178325,106.4201191049262,1
Plant_60,27.926635381367078,56.29385667913894,47.90384867051316,6.302159644121868,47.629880299873726,18728.32987303294,85.98099155047467,1
Plant_61,23.56247728646413,67.71698710648344,57.763469432519585,6.658726630625088,57.4990023942371,19084.433463557743,80.49328165794843,1
Plant_62,24.44302307000855,31.514573793699245,42.93942317400905,6.333569797808744,52.792678382165256,23140.735383464416,87.2244698522098,1
Plant_63,21.680995077981915,71.48765700372104,50.856972748933345,6.453306570550025,40.49089270312768,18994.26775439592,76.34719141796116,1
Plant_64,21.411380127757987,42.60286221221901,43.451673706012556,6.235333943775815,53.18521004798875,15976.805860095294,103.87967705524733,1
Plant_65,27.437577467182592,56.37559058596868,48.980435240994424,5.742764845409616,40.0830333655969,22230.95532662052,81.80071037695981,1
Plant_66,29.06872008571247,48.803301053738565,36.25862013582627,6.660796605669619,43.67119725115208,19385.370008405847,77.27066679774487,1
Plant_67,24.783969635258998,47.053185242790946,8.417742625853563,7.377466535823621,51.893283072923744,20094.18759659833,71.64310994979964,1
Plant_68,28.010598693676073,71.6082678737852,42.985812567205436,6.509200815391719,52.97244273380124,24822.73491919853,90.97220191606438,1
Plant_69,26.084908075142902,55.32298798688109,66.3412220414991,6.612632058623775,38.10767534922871,19938.31832794848,88.67187412827738,1
Plant_70,23.06464073618463,63.46503881730716,58.893231033623884,6.84636137755843,60.53985771182876,20867.551019356175,75.02645628585907,1
Plant_71,26.084186816525243,59.53079421120816,59.48096226886756,5.8653347517266505,55.72006278300473,16463.229526105024,85.76451345122423,1
Plant_72,29.614109699397908,64.77040827223121,63.54196082709326,7.3512573290648024,42.95271564389116,19340.99164294712,64.91444031787144,0
Plant_73,24.892521882670145,60.768218910602556,46.32986386442156,6.601164398211401,34.624152035508246,21828.578135625805,81.84970575073156,1
Plant_74,29.693930967442018,47.1700777581143,47.959735611083936,7.315928449544554,48.55095420918569,15333.878798476273,84.52756352076695,1
Plant_75,17.140764687730766,69.9626681944714,35.73522156848475,6.133483502238005,45.540562861388395,20602.53527934713,97.07329809559224,1
Plant_76,27.465707513125672,55.06243416838687,40.25890715959425,7.409030961278912,51.13140457053023,20302.37321793442,72.2918119727131,1
Plant_77,25.261141204714512,44.434181013402494,54.23656724656712,6.887577747017391,46.36883338844434,20123.862366762318,67.21647371197676,0
Plant_78,24.102977948602398,55.718848390340874,63.05826655753224,6.77652004292618,29.925431392549903,23111.47669597473,71.04572039074958,1
Plant_79,25.275282329606508,75.00759790634311,42.90830586478501,6.617012227176574,46.11653061698841,21003.315544545563,66.6343149968508,0
